;Invoice ID;Branch;City;Costumer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
482;674-15-9296;A;Florianopolis;Normal;Masculino;Saúde e beleza;41,31;9;2,07;373,86;07/26/2023;13:05;cartão de crédito;371,79;0,00;371,79;5,8
483;305-18-3552;B;Curitiba;Normal;Feminino;Saúde e beleza;430,88;1;21,54;452,42;08/28/2023;16:19;cartão de crédito;430,88;0,00;430,88;7,7
484;493-65-6248;C;Porto Alegre;Normal;Masculino;Saúde e beleza;950,10;1;47,51;997,61;03/04/2023;19:48;pix;950,10;0,00;950,10;7,6
485;438-01-4015;B;Porto Alegre;Normal;Feminino;Esportes e viagens;723,93;3;36,20;2207,99;11/30/2023;15:25;cartão de crédito;2171,79;0,00;2171,79;9,4
486;709-58-4068;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;523,02;5;26,15;2641,25;04/11/2023;14:42;pix;2615,10;0,00;2615,10;9,4
487;795-49-7276;A;Florianopolis;Membro;Masculino;Alimentos e bebidas;661,78;3;33,09;2018,43;06/01/2023;18:59;pix;1985,34;0,00;1985,34;5,3
488;556-72-8512;C;Curitiba;Normal;Masculino;Saúde e beleza;199,71;1;9,99;209,70;03/17/2023;20:47;cartão de crédito;199,71;0,00;199,71;6,1
489;627-95-3243;B;Florianopolis;Normal;Masculino;Saúde e beleza;908,34;8;45,42;7312,14;05/07/2023;13:21;dinheiro;7266,72;0,00;7266,72;6,9
490;686-41-0932;B;Curitiba;Membro;Feminino;Saúde e beleza;932,54;6;46,63;5641,87;04/27/2023;19:48;dinheiro;5595,24;0,00;5595,24;7,1
491;510-09-5628;A;Florianopolis;Membro;Masculino;Esportes e viagens;72,98;2;3,65;149,61;04/23/2023;18:20;dinheiro;145,96;0,00;145,96;9,5
492;608-04-3797;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;636,18;9;31,81;5757,43;07/05/2023;20:24;dinheiro;5725,62;0,00;5725,62;8,8
493;148-82-2527;C;Curitiba;Normal;Masculino;Casa e estilo de vida;438,19;5;21,91;2212,86;12/09/2023;13:44;pix;2190,95;0,00;2190,95;6,6
494;437-53-3084;B;Curitiba;Normal;Feminino;Acessórios eletrônicos;919,00;9;45,95;8316,95;01/31/2023;11:48;cartão de crédito;8271,00;0,00;8271,00;7,9
495;632-32-4574;B;Curitiba;Normal;Feminino;Saúde e beleza;340,87;1;17,04;357,91;02/13/2023;14:14;pix;340,87;0,00;340,87;7,6
496;556-97-7101;C;Porto Alegre;Membro;Feminino;Saúde e beleza;342,66;10;17,13;3443,73;02/05/2023;15:51;cartão de crédito;3426,60;0,00;3426,60;6,5
497;862-59-8517;C;Curitiba;Normal;Masculino;Acessórios eletrônicos;236,56;2;11,83;484,95;05/18/2023;11:17;dinheiro;473,12;0,00;473,12;7,6
498;401-18-8016;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;298,33;8;14,92;2401,56;09/13/2023;17:36;pix;2386,64;0,00;2386,64;5,2
499;420-18-8989;A;Curitiba;Normal;Masculino;Saúde e beleza;326,79;1;16,34;343,13;11/15/2023;15:47;cartão de crédito;326,79;0,00;326,79;5,7
500;277-63-2961;B;Curitiba;Membro;Feminino;Casa e estilo de vida;546,97;5;27,35;2762,20;02/03/2023;15:53;dinheiro;2734,85;0,00;2734,85;9,2
501;573-98-8548;C;Florianopolis;Membro;Feminino;Casa e estilo de vida;281,04;3;14,05;857,17;04/16/2023;12:40;pix;843,12;0,00;843,12;6,9
502;620-02-2046;C;Curitiba;Membro;Masculino;Saúde e beleza;506,78;10;25,34;5093,14;09/29/2023;19:48;pix;5067,80;0,00;5067,80;6,2
503;282-35-2475;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;69,76;7;3,49;491,81;12/25/2023;17:53;cartão de crédito;488,32;0,00;488,32;9,3
504;511-54-3087;B;Curitiba;Normal;Feminino;Acessórios eletrônicos;943,32;4;47,17;3820,45;04/25/2023;16:36;pix;3773,28;0,00;3773,28;7,6
505;726-29-6793;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;690,89;7;34,54;4870,77;09/03/2023;20:54;pix;4836,23;0,00;4836,23;6,9
506;387-49-4215;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;528,63;3;26,43;1612,32;08/22/2023;12:50;pix;1585,89;0,00;1585,89;8,4
507;862-17-9201;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;520,27;5;26,01;2627,36;04/08/2023;10:48;cartão de crédito;2601,35;0,00;2601,35;8,2
508;291-21-5991;B;Curitiba;Membro;Masculino;Esportes e viagens;102,69;7;5,13;723,96;02/06/2023;14:28;dinheiro;718,83;0,00;718,83;8,4
509;602-80-9671;C;Florianopolis;Normal;Feminino;Esportes e viagens;794,86;5;39,74;4014,04;07/12/2023;17:15;dinheiro;3974,30;0,00;3974,30;8,0
510;347-72-6115;B;Curitiba;Normal;Masculino;Casa e estilo de vida;372,22;5;18,61;1879,71;08/25/2023;18:03;dinheiro;1861,10;0,00;1861,10;9,6
511;209-61-0206;A;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;458,45;5;22,92;2315,17;12/23/2023;17:29;pix;2292,25;0,00;2292,25;8,2
512;595-27-4851;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;374,51;8;18,73;3014,81;05/02/2023;18:05;cartão de crédito;2996,08;0,00;2996,08;9,8
513;189-52-0236;A;Porto Alegre;Membro;Feminino;Casa e estilo de vida;510,79;7;25,54;3601,07;07/24/2023;12:07;cartão de crédito;3575,53;0,00;3575,53;6,1
514;503-07-0930;C;Florianopolis;Normal;Masculino;Esportes e viagens;112,36;8;5,62;904,50;05/30/2023;19:49;pix;898,88;0,00;898,88;6,6
515;413-20-6708;C;Florianopolis;Membro;Feminino;Alimentos e bebidas;926,87;2;46,34;1900,08;09/10/2023;15:52;dinheiro;1853,74;0,00;1853,74;5,5
516;425-85-2085;B;Florianopolis;Membro;Feminino;Alimentos e bebidas;276,73;6;13,84;1674,22;06/05/2023;16:48;cartão de crédito;1660,38;0,00;1660,38;7,5
517;521-18-7827;C;Curitiba;Membro;Feminino;Saúde e beleza;25,34;4;1,27;102,63;08/03/2023;20:46;pix;101,36;0,00;101,36;6,4
518;220-28-1851;A;Curitiba;Normal;Masculino;Saúde e beleza;55,58;6;2,78;336,26;09/01/2023;18:14;pix;333,48;0,00;333,48;6,1
519;600-38-9738;C;Florianopolis;Normal;Masculino;Saúde e beleza;829,04;5;41,45;4186,65;12/13/2023;15:05;cartão de crédito;4145,20;0,00;4145,20;7,4
520;734-91-1155;B;Porto Alegre;Membro;Feminino;Casa e estilo de vida;233,46;7;11,67;1645,89;05/21/2023;10:34;dinheiro;1634,22;0,00;1634,22;6,1
521;451-28-5717;C;Curitiba;Normal;Masculino;Saúde e beleza;468,29;10;23,41;4706,31;03/14/2023;11:23;cartão de crédito;4682,90;0,00;4682,90;7,0
522;609-81-8548;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;762,56;9;38,13;6901,17;12/28/2023;13:55;pix;6863,04;0,00;6863,04;6,0
523;133-14-7229;C;Porto Alegre;Normal;Feminino;Casa e estilo de vida;984,74;9;49,24;8911,90;07/21/2023;11:43;pix;8862,66;0,00;8862,66;7,4
524;534-01-4457;A;Curitiba;Normal;Feminino;Alimentos e bebidas;901,27;4;45,06;3650,14;05/13/2023;14:36;dinheiro;3605,08;0,00;3605,08;7,0
525;719-89-8991;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;335,87;8;16,79;2703,75;11/03/2023;16:03;pix;2686,96;0,00;2686,96;5,8
526;286-62-6248;B;Florianopolis;Membro;Masculino;Saúde e beleza;559,52;8;27,98;4504,14;03/10/2023;20:03;pix;4476,16;0,00;4476,16;7,6
527;339-38-9982;B;Porto Alegre;Normal;Masculino;Saúde e beleza;729,86;4;36,49;2955,93;10/21/2023;14:55;dinheiro;2919,44;0,00;2919,44;5,1
528;827-44-5872;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;326,62;6;16,33;1976,05;03/17/2023;11:28;pix;1959,72;0,00;1959,72;6,2
529;827-77-7633;A;Florianopolis;Normal;Feminino;Alimentos e bebidas;921,41;4;46,07;3731,71;03/05/2023;19:41;pix;3685,64;0,00;3685,64;6,4
530;287-83-1405;A;Porto Alegre;Normal;Masculino;Casa e estilo de vida;236,87;5;11,84;1196,19;07/14/2023;19:01;pix;1184,35;0,00;1184,35;9,2
531;435-13-4908;A;Florianopolis;Membro;Feminino;Saúde e beleza;213,52;10;10,68;2145,88;12/15/2023;18:04;dinheiro;2135,20;0,00;2135,20;8,4
532;857-67-9057;B;Florianopolis;Normal;Feminino;Casa e estilo de vida;694,65;9;34,73;6286,58;02/02/2023;19:20;cartão de crédito;6251,85;0,00;6251,85;5,7
533;236-27-1144;C;Florianopolis;Membro;Feminino;Casa e estilo de vida;237,89;6;11,89;1439,23;12/21/2023;10:31;dinheiro;1427,34;0,00;1427,34;8,6
534;892-05-6689;A;Curitiba;Normal;Masculino;Saúde e beleza;924,13;8;46,21;7439,25;06/09/2023;13:28;dinheiro;7393,04;0,00;7393,04;5,6
535;583-41-4548;C;Curitiba;Membro;Feminino;Acessórios eletrônicos;125,34;4;6,27;507,63;09/16/2023;11:36;cartão de crédito;501,36;0,00;501,36;9,4
536;339-12-4827;B;Porto Alegre;Normal;Feminino;Saúde e beleza;476,36;3;23,82;1452,90;10/28/2023;11:32;cartão de crédito;1429,08;0,00;1429,08;6,9
537;643-38-7867;A;Florianopolis;Membro;Feminino;Casa e estilo de vida;222,06;2;11,10;455,22;10/08/2023;11:44;pix;444,12;0,00;444,12;10,0
538;308-81-0538;A;Porto Alegre;Membro;Feminino;Saúde e beleza;817,39;3;40,87;2493,04;10/23/2023;17:16;pix;2452,17;0,00;2452,17;5,9
539;358-88-9262;C;Porto Alegre;Membro;Feminino;Esportes e viagens;874,61;10;43,73;8789,83;12/01/2023;18:43;dinheiro;8746,10;0,00;8746,10;8,0
540;460-35-4390;A;Curitiba;Membro;Masculino;Casa e estilo de vida;684,77;4;34,24;2773,32;09/01/2023;11:00;pix;2739,08;0,00;2739,08;8,8
541;343-87-0864;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;414,74;4;20,74;1679,70;02/13/2023;10:30;cartão de crédito;1658,96;0,00;1658,96;5,4
542;173-50-1108;B;Porto Alegre;Normal;Feminino;Alimentos e bebidas;712,03;2;35,60;1459,66;11/18/2023;12:14;dinheiro;1424,06;0,00;1424,06;6,0
543;243-47-2663;C;Florianopolis;Membro;Masculino;Casa e estilo de vida;897,28;3;44,86;2736,70;12/20/2023;16:43;dinheiro;2691,84;0,00;2691,84;9,4
544;841-18-8232;B;Curitiba;Normal;Feminino;Esportes e viagens;898,11;2;44,91;1841,13;08/03/2023;20:40;dinheiro;1796,22;0,00;1796,22;8,1
545;701-23-5550;B;Curitiba;Normal;Feminino;Saúde e beleza;229,00;9;11,45;2072,45;08/28/2023;13:40;dinheiro;2061,00;0,00;2061,00;5,3
546;647-50-1224;A;Curitiba;Membro;Masculino;Saúde e beleza;330,31;10;16,52;3319,62;12/11/2023;16:23;dinheiro;3303,10;0,00;3303,10;8,1
547;541-48-8554;A;Florianopolis;Normal;Masculino;Esportes e viagens;46,93;2;2,35;96,21;05/30/2023;12:08;dinheiro;93,86;0,00;93,86;5,8
548;539-21-7227;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;892,33;10;44,62;8967,92;01/17/2023;17:45;pix;8923,30;0,00;8923,30;5,3
549;213-32-1216;A;Florianopolis;Membro;Masculino;Saúde e beleza;857,12;5;42,86;4328,46;08/19/2023;10:28;cartão de crédito;4285,60;0,00;4285,60;5,2
550;747-58-7183;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;266,86;2;13,34;547,06;11/09/2023;20:31;cartão de crédito;533,72;0,00;533,72;9,7
551;582-52-8065;B;Curitiba;Membro;Feminino;Saúde e beleza;833,81;5;41,69;4210,74;04/08/2023;10:49;cartão de crédito;4169,05;0,00;4169,05;9,0
552;210-57-1719;B;Florianopolis;Normal;Masculino;Casa e estilo de vida;274,25;8;13,71;2207,71;07/30/2023;12:34;cartão de crédito;2194,00;0,00;2194,00;10,0
553;399-69-4630;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;978,16;7;48,91;6896,03;10/19/2023;10:23;cartão de crédito;6847,12;0,00;6847,12;9,1
554;134-75-2619;A;Porto Alegre;Membro;Feminino;Saúde e beleza;837,38;1;41,87;879,25;01/10/2023;18:51;pix;837,38;0,00;837,38;6,0
555;356-44-8813;B;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;40,28;3;2,01;122,85;06/02/2023;13:45;pix;120,84;0,00;120,84;8,0
556;198-66-9832;B;Curitiba;Normal;Feminino;Alimentos e bebidas;383,49;5;19,17;1936,62;08/27/2023;19:38;dinheiro;1917,45;0,00;1917,45;7,1
557;283-26-5248;C;Porto Alegre;Membro;Masculino;Saúde e beleza;366,05;10;18,30;3678,80;08/25/2023;20:23;pix;3660,50;0,00;3660,50;6,6
558;712-39-0363;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;594,70;10;29,74;5976,74;01/28/2023;15:24;cartão de crédito;5947,00;0,00;5947,00;9,6
559;218-59-9410;A;Porto Alegre;Membro;Masculino;Alimentos e bebidas;428,11;2;21,41;877,63;07/15/2023;16:54;pix;856,22;0,00;856,22;8,0
560;174-75-0888;B;Curitiba;Membro;Masculino;Saúde e beleza;513,00;3;25,65;1564,65;10/14/2023;12:32;pix;1539,00;0,00;1539,00;9,5
561;866-99-7614;C;Porto Alegre;Normal;Masculino;Casa e estilo de vida;511,81;9;25,59;4631,88;03/01/2023;15:42;dinheiro;4606,29;0,00;4606,29;6,4
562;134-54-4720;B;Florianopolis;Membro;Masculino;Casa e estilo de vida;45,21;9;2,26;409,15;02/02/2023;13:58;cartão de crédito;406,89;0,00;406,89;5,4
563;760-90-2357;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;668,30;8;33,41;5379,81;08/22/2023;15:08;pix;5346,40;0,00;5346,40;7,8
564;514-37-2845;B;Florianopolis;Membro;Masculino;Casa e estilo de vida;821,46;1;41,07;862,53;04/14/2023;13:02;pix;821,46;0,00;821,46;6,6
565;698-98-5964;A;Florianopolis;Normal;Feminino;Saúde e beleza;871,25;10;43,56;8756,06;05/17/2023;13:01;dinheiro;8712,50;0,00;8712,50;6,6
566;718-57-9773;C;Porto Alegre;Normal;Masculino;Esportes e viagens;383,25;4;19,16;1552,16;07/14/2023;16:40;cartão de crédito;1533,00;0,00;1533,00;7,8
567;651-88-7328;A;Porto Alegre;Membro;Feminino;Saúde e beleza;476,43;5;23,82;2405,97;02/10/2023;13:55;cartão de crédito;2382,15;0,00;2382,15;8,3
568;241-11-2261;B;Florianopolis;Membro;Feminino;Esportes e viagens;73,67;3;3,68;224,69;08/22/2023;10:33;cartão de crédito;221,01;0,00;221,01;8,4
569;408-26-9866;C;Curitiba;Membro;Masculino;Saúde e beleza;846,36;7;42,32;5966,84;06/06/2023;16:42;dinheiro;5924,52;0,00;5924,52;7,5
570;834-83-1826;B;Porto Alegre;Membro;Feminino;Alimentos e bebidas;655,26;1;32,76;688,02;09/08/2023;17:16;pix;655,26;0,00;655,26;8,1
571;343-61-3544;B;Florianopolis;Membro;Masculino;Alimentos e bebidas;908,24;3;45,41;2770,13;02/05/2023;11:48;dinheiro;2724,72;0,00;2724,72;6,3
572;239-48-4278;A;Curitiba;Normal;Feminino;Esportes e viagens;662,28;5;33,11;3344,51;08/19/2023;19:35;pix;3311,40;0,00;3311,40;6,1
573;355-34-6244;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;798,49;9;39,92;7226,33;08/06/2023;19:55;cartão de crédito;7186,41;0,00;7186,41;5,3
574;550-84-8664;A;Florianopolis;Membro;Masculino;Saúde e beleza;382,93;7;19,15;2699,66;10/29/2023;14:33;pix;2680,51;0,00;2680,51;5,9
575;339-96-8318;B;Curitiba;Normal;Feminino;Esportes e viagens;543,23;5;27,16;2743,31;06/14/2023;19:49;cartão de crédito;2716,15;0,00;2716,15;8,6
576;458-61-0011;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;829,67;6;41,48;5019,50;03/26/2023;18:43;dinheiro;4978,02;0,00;4978,02;6,8
577;592-34-6155;C;Porto Alegre;Membro;Masculino;Alimentos e bebidas;142,60;7;7,13;1005,33;02/10/2023;14:43;dinheiro;998,20;0,00;998,20;8,0
578;797-88-0493;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;155,09;8;7,75;1248,47;07/24/2023;13:54;dinheiro;1240,72;0,00;1240,72;6,7
579;207-73-1363;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;924,68;7;46,23;6518,99;07/20/2023;12:15;cartão de crédito;6472,76;0,00;6472,76;9,6
580;390-31-6381;C;Florianopolis;Normal;Masculino;Saúde e beleza;928,01;8;46,40;7470,48;10/25/2023;12:37;dinheiro;7424,08;0,00;7424,08;8,6
581;443-82-0585;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;769,06;5;38,45;3883,75;11/05/2023;19:54;dinheiro;3845,30;0,00;3845,30;8,3
582;339-18-7061;C;Curitiba;Normal;Masculino;Alimentos e bebidas;861,91;1;43,10;905,01;07/28/2023;15:06;cartão de crédito;861,91;0,00;861,91;5,2
583;359-90-3665;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;678,73;7;33,94;4785,05;10/06/2023;18:03;pix;4751,11;0,00;4751,11;5,7
584;375-72-3056;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;192,21;4;9,61;778,45;01/24/2023;15:58;dinheiro;768,84;0,00;768,84;5,4
585;127-47-6963;A;Florianopolis;Membro;Feminino;Casa e estilo de vida;488,50;2;24,43;1001,43;10/02/2023;13:53;dinheiro;977,00;0,00;977,00;7,0
586;278-86-2735;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;160,85;2;8,04;329,74;02/23/2023;14:03;cartão de crédito;321,70;0,00;321,70;7,0
587;695-28-6250;A;Porto Alegre;Normal;Feminino;Alimentos e bebidas;642,46;7;32,12;4529,34;03/07/2023;16:38;dinheiro;4497,22;0,00;4497,22;9,4
588;379-17-6588;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;755,08;4;37,75;3058,07;10/09/2023;11:07;cartão de crédito;3020,32;0,00;3020,32;5,2
589;227-50-3718;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;500,74;2;25,04;1026,52;01/26/2023;12:23;dinheiro;1001,48;0,00;1001,48;6,2
590;302-15-2162;C;Curitiba;Normal;Feminino;Alimentos e bebidas;922,68;6;46,13;5582,21;06/27/2023;10:54;pix;5536,08;0,00;5536,08;7,2
591;788-07-8452;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;667,50;3;33,38;2035,88;05/14/2023;17:38;cartão de crédito;2002,50;0,00;2002,50;7,7
592;560-49-6611;A;Florianopolis;Membro;Masculino;Esportes e viagens;88,70;3;4,44;270,54;12/07/2023;14:13;pix;266,10;0,00;266,10;5,6
593;880-35-0356;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;501,16;4;25,06;2029,70;05/06/2023;11:51;cartão de crédito;2004,64;0,00;2004,64;8,2
594;585-11-6748;B;Curitiba;Normal;Feminino;Esportes e viagens;521,03;10;26,05;5236,35;09/16/2023;13:05;pix;5210,30;0,00;5210,30;5,2
595;470-31-3286;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;378,32;5;18,92;1910,52;12/05/2023;11:30;dinheiro;1891,60;0,00;1891,60;8,1
596;152-68-2907;A;Curitiba;Normal;Feminino;Casa e estilo de vida;847,19;10;42,36;8514,26;08/14/2023;13:30;cartão de crédito;8471,90;0,00;8471,90;8,6
597;123-35-4896;C;Curitiba;Normal;Feminino;Alimentos e bebidas;392,82;1;19,64;412,46;04/06/2023;19:11;cartão de crédito;392,82;0,00;392,82;8,6
598;258-69-7810;C;Curitiba;Normal;Masculino;Acessórios eletrônicos;372,79;3;18,64;1137,01;09/06/2023;18:53;pix;1118,37;0,00;1118,37;7,8
599;334-64-2006;A;Florianopolis;Normal;Feminino;Casa e estilo de vida;496,24;8;24,81;3994,73;02/12/2023;14:22;dinheiro;3969,92;0,00;3969,92;6,8
600;219-61-4139;C;Porto Alegre;Normal;Feminino;Saúde e beleza;484,15;3;24,21;1476,66;10/01/2023;17:16;cartão de crédito;1452,45;0,00;1452,45;9,4
601;881-41-7302;C;Porto Alegre;Normal;Masculino;Alimentos e bebidas;931,89;10;46,59;9365,49;04/13/2023;10:06;dinheiro;9318,90;0,00;9318,90;5,6
602;373-09-4567;C;Porto Alegre;Membro;Masculino;Saúde e beleza;750,99;1;37,55;788,54;03/04/2023;20:35;cartão de crédito;750,99;0,00;750,99;6,5
603;642-30-6693;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;343,72;10;17,19;3454,39;09/24/2023;13:54;cartão de crédito;3437,20;0,00;3437,20;8,5
604;484-22-8230;C;Florianopolis;Membro;Masculino;Casa e estilo de vida;297,39;1;14,87;312,26;06/03/2023;20:08;dinheiro;297,39;0,00;297,39;5,2
605;830-58-2383;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;696,13;7;34,81;4907,72;04/25/2023;15:26;pix;4872,91;0,00;4872,91;7,9
606;559-98-9873;A;Curitiba;Normal;Masculino;Saúde e beleza;961,02;1;48,05;1009,07;07/18/2023;12:56;cartão de crédito;961,02;0,00;961,02;5,4
607;544-32-5024;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;137,46;4;6,87;556,71;07/21/2023;19:16;cartão de crédito;549,84;0,00;549,84;8,6
608;318-12-0304;A;Florianopolis;Normal;Masculino;Saúde e beleza;616,20;5;30,81;3111,81;12/14/2023;12:20;pix;3081,00;0,00;3081,00;7,5
609;349-97-8902;B;Porto Alegre;Membro;Feminino;Saúde e beleza;16,79;4;0,84;68,00;09/16/2023;10:37;dinheiro;67,16;0,00;67,16;7,6
610;421-95-9805;A;Curitiba;Membro;Feminino;Acessórios eletrônicos;144,44;5;7,22;729,42;11/26/2023;10:18;dinheiro;722,20;0,00;722,20;8,3
611;277-35-5865;C;Florianopolis;Normal;Feminino;Saúde e beleza;797,89;1;39,89;837,78;01/15/2023;11:23;pix;797,89;0,00;797,89;9,9
612;789-23-8625;B;Curitiba;Membro;Feminino;Esportes e viagens;262,93;1;13,15;276,08;08/06/2023;11:45;cartão de crédito;262,93;0,00;262,93;7,4
613;284-54-4231;C;Curitiba;Normal;Feminino;Alimentos e bebidas;100,11;6;5,01;605,67;01/12/2023;16:08;pix;600,66;0,00;600,66;9,5
614;443-59-0061;A;Curitiba;Membro;Feminino;Acessórios eletrônicos;273,79;7;13,69;1930,22;02/08/2023;11:25;cartão de crédito;1916,53;0,00;1916,53;9,3
615;509-29-3912;A;Florianopolis;Normal;Feminino;Saúde e beleza;818,12;1;40,91;859,03;01/22/2023;12:24;cartão de crédito;818,12;0,00;818,12;5,4
616;327-40-9673;B;Porto Alegre;Membro;Feminino;Casa e estilo de vida;66,04;4;3,30;267,46;06/04/2023;19:51;cartão de crédito;264,16;0,00;264,16;9,0
617;840-19-2096;C;Curitiba;Membro;Feminino;Saúde e beleza;637,68;7;31,88;4495,64;02/12/2023;18:10;pix;4463,76;0,00;4463,76;9,6
618;828-46-6863;A;Florianopolis;Membro;Feminino;Saúde e beleza;316,88;3;15,84;966,48;10/06/2023;11:22;pix;950,64;0,00;950,64;5,8
619;641-96-3695;C;Porto Alegre;Normal;Feminino;Saúde e beleza;605,15;3;30,26;1845,71;10/08/2023;17:55;cartão de crédito;1815,45;0,00;1815,45;8,5
620;420-97-3340;A;Porto Alegre;Membro;Masculino;Saúde e beleza;13,19;10;0,66;132,56;06/23/2023;15:30;pix;131,90;0,00;131,90;9,0
621;436-54-4512;A;Florianopolis;Normal;Feminino;Alimentos e bebidas;168,53;7;8,43;1188,14;11/16/2023;19:44;dinheiro;1179,71;0,00;1179,71;6,8
622;670-79-6321;B;Porto Alegre;Normal;Feminino;Casa e estilo de vida;340,67;1;17,03;357,70;05/09/2023;15:27;dinheiro;340,67;0,00;340,67;7,5
623;852-62-7105;B;Florianopolis;Membro;Feminino;Saúde e beleza;50,32;6;2,52;304,44;08/18/2023;11:25;dinheiro;301,92;0,00;301,92;6,2
624;598-06-7312;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;817,94;7;40,90;5766,48;12/29/2023;15:42;pix;5725,58;0,00;5725,58;9,7
625;135-13-8269;B;Curitiba;Membro;Masculino;Casa e estilo de vida;958,75;9;47,94;8676,69;06/08/2023;16:04;cartão de crédito;8628,75;0,00;8628,75;10,0
626;816-57-2053;A;Curitiba;Normal;Masculino;Saúde e beleza;434,29;9;21,71;3930,32;04/24/2023;12:37;pix;3908,61;0,00;3908,61;6,0
627;628-90-8624;B;Curitiba;Normal;Masculino;Saúde e beleza;504,44;1;25,22;529,66;06/02/2023;14:41;pix;504,44;0,00;504,44;7,7
628;856-66-2701;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;221,80;5;11,09;1120,09;11/28/2023;14:19;pix;1109,00;0,00;1109,00;8,8
629;308-39-1707;A;Florianopolis;Normal;Feminino;Saúde e beleza;729,74;9;36,49;6604,15;06/14/2023;18:19;dinheiro;6567,66;0,00;6567,66;7,2
630;149-61-1929;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;76,14;10;3,81;765,21;10/10/2023;14:08;pix;761,40;0,00;761,40;7,7
631;655-07-2265;A;Porto Alegre;Membro;Feminino;Casa e estilo de vida;209,68;1;10,48;220,16;05/20/2023;16:38;pix;209,68;0,00;209,68;6,7
632;589-02-8023;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;712,99;3;35,65;2174,62;07/06/2023;10:54;dinheiro;2138,97;0,00;2138,97;8,6
633;420-04-7590;B;Porto Alegre;Normal;Feminino;Saúde e beleza;168,05;1;8,40;176,45;01/16/2023;11:29;cartão de crédito;168,05;0,00;168,05;5,5
634;182-88-2763;B;Porto Alegre;Normal;Masculino;Esportes e viagens;105,39;5;5,27;532,22;01/15/2023;19:28;cartão de crédito;526,95;0,00;526,95;5,7
635;188-55-0967;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;234,81;6;11,74;1420,60;07/22/2023;15:01;cartão de crédito;1408,86;0,00;1408,86;7,4
636;610-46-4100;A;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;233,57;4;11,68;945,96;07/09/2023;20:31;pix;934,28;0,00;934,28;9,2
637;318-81-2368;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;357,17;7;17,86;2518,05;12/19/2023;12:16;cartão de crédito;2500,19;0,00;2500,19;6,6
638;364-33-8584;B;Florianopolis;Normal;Feminino;Esportes e viagens;826,69;9;41,33;7481,54;04/27/2023;15:27;pix;7440,21;0,00;7440,21;6,4
639;665-63-9737;B;Curitiba;Membro;Masculino;Saúde e beleza;565,20;3;28,26;1723,86;05/07/2023;17:36;pix;1695,60;0,00;1695,60;7,1
640;695-09-5146;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;12,21;7;0,61;86,08;01/21/2023;20:00;dinheiro;85,47;0,00;85,47;9,8
641;155-45-3814;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;616,23;10;30,81;6193,11;06/13/2023;15:29;cartão de crédito;6162,30;0,00;6162,30;5,2
642;794-32-2436;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;180,96;1;9,05;190,01;01/18/2023;15:08;pix;180,96;0,00;180,96;6,3
